date,EX5.MELT_TEMP,EX4.MELT_TEMP,EX3.MELT_TEMP,EX2.MELT_TEMP,EX1.Z1_PV,EX1.Z2_PV,EX1.Z3_PV,EX1.Z4_PV,EX1.A1_PV,EX1.A2_PV,EX1.H1_PV,EX1.H2_PV,EX1.H3_PV,EX1.H4_PV,EX1.H2O_PV,EX1.MELT_P_PV,EX1.MD_PV,EX1.MD_TQ,passorfail
2020 10 30 09:17:29,295,222,251,267,209,220,229,240,239,240,239,240,239,38,38,1.575,71.1858,72,0
2020 10 30 09:17:34,295,222,251,267,209,220,229,240,239,240,239,240,239,38,38,1.575,71.1977,72,0
2020 10 30 09:17:39,295,222,251,267,209,220,229,240,239,240,239,240,239,38,38,1.575,71.2096,72,0
2020 10 30 09:17:44,295,222,251,267,209,220,229,240,239,240,239,240,239,38,38,1.575,71.1858,72,0
2020 10 30 09:17:49,296,222,251,267,209,220,230,240,239,240,239,240,239,38,38,1.6188,71.1977,72,0
2020 10 30 09:17:54,296,222,252,267,209,220,229,240,239,240,240,240,239,38,38,1.6188,71.1977,72,0
2020 10 30 09:17:59,296,222,251,267,209,220,229,240,239,240,240,240,239,38,38,1.6188,71.1977,72,0
2020 10 30 09:18:04,296,222,252,267,209,220,229,240,239,239,239,240,239,38,38,1.6188,71.1977,72,0
2020 10 30 09:18:09,296,222,252,267,209,220,229,240,239,239,239,240,239,38,38,1.6625,71.1977,72,0
2020 10 30 09:18:14,296,222,252,267,209,220,229,240,239,239,240,240,239,38,38,1.6625,71.1858,72,0
2020 10 30 09:18:19,296,222,252,267,209,220,229,240,239,239,240,240,239,38,38,1.6625,71.2215,72,0
2020 10 30 09:18:24,296,222,252,267,209,220,230,239,239,239,240,240,239,38,38,1.6625,71.2096,72,0
2020 10 30 09:18:29,296,222,252,267,210,220,230,240,239,239,240,240,239,38,38,1.7063,71.2096,72,0
2020 10 30 09:18:34,296,222,252,267,209,220,229,239,239,239,240,240,240,38,38,1.7063,71.2096,72,0
2020 10 30 09:18:39,296,222,252,267,209,220,230,239,239,239,240,240,239,38,38,1.7063,71.2096,72,0
2020 10 30 09:18:44,296,222,252,267,209,220,229,239,239,239,240,240,240,38,38,1.7063,71.1977,72,0
2020 10 30 09:18:49,296,222,252,267,210,220,229,239,239,239,240,240,240,38,38,1.7063,71.1739,72,0
2020 10 30 09:18:54,296,222,252,267,210,220,230,239,239,239,240,240,240,38,38,1.7063,71.1977,72,0
2020 10 30 09:18:59,296,222,252,267,210,220,229,239,239,239,240,240,240,38,38,1.7063,71.2096,72,0
2020 10 30 09:19:04,296,222,252,267,210,220,229,239,239,239,240,240,240,38,38,1.7063,71.2096,72,0
2020 10 30 09:19:09,296,222,252,267,210,220,229,239,239,239,240,240,240,38,38,1.7063,71.1977,72,0
2020 10 30 09:19:14,296,222,252,267,210,220,230,239,239,239,240,240,240,38,38,1.75,71.1977,72,0
2020 10 30 09:19:19,296,222,252,267,210,220,230,239,239,239,240,240,240,38,38,1.75,71.1858,72,0
2020 10 30 09:19:24,296,222,252,267,210,220,229,239,239,239,240,240,240,38,38,1.75,71.2215,72,0
2020 10 30 09:19:29,296,222,252,267,210,220,229,239,239,239,240,240,240,38,38,1.75,71.2096,72,0
2020 10 30 09:19:34,296,222,252,267,210,220,229,239,239,239,240,240,240,38,38,1.75,71.2096,72,0
2020 10 30 09:19:39,296,222,252,267,210,220,229,239,239,239,240,240,240,38,38,1.75,71.2096,72,0
2020 10 30 09:19:44,296,222,252,267,210,220,230,239,239,239,240,240,240,38,38,1.7938,71.1977,72,0
2020 10 30 09:19:49,296,222,252,267,210,220,230,239,239,239,240,240,240,38,38,1.7938,71.1977,72,0
2020 10 30 09:19:54,296,222,252,267,210,220,230,239,239,239,240,240,240,38,38,1.7938,71.2096,72,0
2020 10 30 09:19:59,296,222,252,267,210,220,230,239,239,239,240,240,240,38,38,1.7938,71.1858,72,0
2020 10 30 09:20:04,296,222,252,267,210,220,229,239,239,239,240,240,240,38,38,1.7938,71.1739,72,0
2020 10 30 09:20:09,296,222,252,267,210,220,229,239,239,239,240,240,240,38,38,1.7938,71.1858,72,0
2020 10 30 09:20:14,296,222,252,267,210,220,230,239,239,239,240,240,240,38,38,1.7938,71.2215,72,0
2020 10 30 09:20:19,296,222,252,267,210,220,229,239,240,239,240,240,240,38,38,1.8375,71.2096,72,0
2020 10 30 09:20:24,296,222,252,267,210,220,229,239,240,239,240,240,240,38,38,1.8375,71.1977,72,0
2020 10 30 09:20:29,296,222,252,267,210,220,230,239,239,239,240,240,240,38,38,1.7938,71.2215,72,0
2020 10 30 09:20:34,296,222,252,267,210,220,230,239,240,239,240,240,240,38,38,1.7938,71.2096,72,0
2020 10 30 09:20:39,296,222,252,267,210,220,230,239,239,239,240,240,240,38,38,1.7938,71.1977,72,0
2020 10 30 09:20:44,296,221,252,267,210,220,230,239,239,239,240,240,240,38,38,8.3125,71.2215,72,0
2020 10 30 09:20:49,296,221,252,267,210,219,230,239,239,239,240,240,240,38,38,8.3125,71.1858,72,0
2020 10 30 09:20:54,296,222,252,267,210,219,229,239,239,239,240,240,240,38,38,8.3125,71.1739,72,0
2020 10 30 09:20:59,296,222,252,267,210,219,230,239,239,239,240,240,240,38,38,8.3125,71.2215,72,0
2020 10 30 09:21:04,296,222,252,267,210,219,230,239,239,239,240,240,240,38,38,8.3125,71.1858,72,0
2020 10 30 09:21:09,296,222,252,267,210,219,230,239,239,239,240,240,240,38,38,8.3125,71.2215,72,0
2020 10 30 09:21:14,296,222,252,267,210,219,229,239,239,239,240,240,240,38,38,8.3125,71.1977,72,0
2020 10 30 09:21:19,296,222,252,267,210,219,229,239,239,239,240,240,240,38,38,8.3563,71.1977,72,0
2020 10 30 09:21:24,296,222,252,267,210,219,230,239,239,239,240,240,240,38,38,1.925,71.1739,72,0
2020 10 30 09:21:29,296,222,252,267,210,219,230,239,239,239,240,240,240,38,38,1.925,71.1977,72,0
2020 10 30 09:21:34,296,222,252,267,210,219,230,239,239,239,240,240,240,38,38,1.925,71.1858,72,0
2020 10 30 09:21:39,296,222,252,267,210,219,229,239,239,239,240,240,240,38,38,1.925,71.1977,72,0
2020 10 30 09:21:44,296,222,252,267,210,219,229,239,239,239,240,240,240,38,38,1.9688,71.2215,72,0
2020 10 30 09:21:49,296,222,252,267,210,219,229,239,239,240,240,240,240,38,38,1.9688,71.1858,72,0
2020 10 30 09:21:54,296,222,252,267,210,219,230,239,239,240,240,240,240,38,38,1.9688,71.1739,72,0
2020 10 30 09:21:59,296,222,252,267,210,219,230,239,239,240,240,240,240,38,38,1.9688,71.2096,72,0
2020 10 30 09:22:04,296,222,252,267,210,219,230,239,239,240,240,240,240,38,38,1.9688,71.1858,72,0
2020 10 30 09:22:09,296,222,252,267,210,219,230,239,239,240,240,240,240,38,38,1.9688,71.1858,72,0
2020 10 30 09:22:14,296,222,252,267,210,219,230,239,239,240,240,240,240,38,38,1.9688,71.2096,72,0
2020 10 30 09:22:19,296,222,252,267,210,219,230,239,239,240,240,240,240,38,38,2.0125,71.2215,72,0
2020 10 30 09:22:24,296,222,252,267,210,219,230,239,239,239,240,240,240,38,38,2.0125,71.1977,72,0
2020 10 30 09:22:29,296,222,252,267,210,219,230,239,239,240,240,240,240,38,38,2.0125,71.2096,72,0
2020 10 30 09:22:34,296,221,252,267,210,219,230,239,239,239,240,240,240,38,38,2.0125,71.2096,72,0
2020 10 30 09:22:39,296,222,252,267,210,219,229,240,239,239,240,240,240,38,38,2.0125,71.1858,72,0
2020 10 30 09:22:44,296,222,252,267,210,219,230,240,239,239,240,240,240,38,38,2.0563,71.1739,72,0
2020 10 30 09:22:49,296,222,252,267,210,219,230,240,239,239,240,240,240,38,38,2.1,71.1858,72,0
2020 10 30 09:22:54,296,222,252,267,210,219,229,240,239,239,240,240,240,38,38,2.1,71.1977,72,0
2020 10 30 09:22:59,296,222,252,267,210,219,229,240,239,239,240,240,240,38,38,2.1,71.1858,72,0
2020 10 30 09:23:04,296,221,252,267,210,219,229,240,239,239,240,240,240,38,38,2.1,71.1977,72,0
2020 10 30 09:23:09,296,221,252,267,210,219,230,240,239,239,240,240,240,38,38,2.1,71.2096,72,0
2020 10 30 09:23:14,296,221,252,267,210,219,229,240,239,239,240,240,240,38,38,2.1,71.1858,72,0
2020 10 30 09:23:19,296,221,252,267,210,219,229,240,239,239,240,240,240,38,38,2.1,71.1977,72,0
2020 10 30 09:23:24,296,222,252,267,210,219,229,240,239,239,240,240,240,38,38,2.1438,71.2096,72,0
2020 10 30 09:23:29,296,222,252,267,210,219,230,240,240,239,240,240,240,38,38,2.1438,71.2096,72,0
2020 10 30 09:23:34,296,222,252,267,210,219,230,240,240,239,240,240,240,38,38,2.1438,71.2096,72,0
2020 10 30 09:23:39,296,222,252,267,210,219,230,240,240,239,240,240,240,38,38,2.1438,71.1739,72,0
2020 10 30 09:23:44,296,222,252,267,210,219,229,240,240,240,240,240,240,38,38,2.1438,71.1739,72,0
2020 10 30 09:23:49,296,222,252,267,210,219,230,240,240,240,240,240,240,38,38,2.1438,71.2215,72,0
2020 10 30 09:23:54,296,222,252,267,210,219,230,240,240,240,240,240,240,38,38,2.1438,71.162,72,0
2020 10 30 09:23:59,296,222,252,267,210,219,230,240,240,240,240,240,240,38,38,2.1875,71.1858,72,0
2020 10 30 09:24:04,296,222,252,267,209,219,229,240,240,240,240,240,240,38,38,2.1875,71.2215,72,0
2020 10 30 09:24:09,296,222,252,267,209,219,229,240,240,240,239,240,240,38,38,2.1875,71.2096,72,0
2020 10 30 09:24:14,296,222,252,267,209,219,230,240,240,240,240,240,240,38,38,2.2313,71.1977,72,0
2020 10 30 09:24:19,296,222,252,267,209,220,229,240,240,240,240,240,240,38,38,2.1875,71.1739,72,0
2020 10 30 09:24:24,296,222,252,267,209,220,229,240,240,240,240,240,240,38,38,2.1875,71.2215,72,0
2020 10 30 09:24:29,296,222,252,267,209,220,229,240,240,240,240,240,240,38,38,2.1875,71.2096,72,0
2020 10 30 09:24:34,296,221,252,267,209,220,230,240,240,240,240,240,240,38,38,2.2313,71.2215,72,0
2020 10 30 09:24:39,296,222,252,267,209,220,230,240,240,239,240,240,240,38,38,2.1875,71.2215,72,0
2020 10 30 09:24:44,296,221,252,267,210,220,229,240,240,239,240,240,240,38,38,2.1875,71.2096,72,0
2020 10 30 09:24:49,296,222,252,267,210,220,229,240,240,239,240,240,240,38,38,2.1875,71.1977,72,0
2020 10 30 09:24:54,296,222,251,267,209,220,229,240,240,239,240,240,240,38,38,2.1875,71.1977,72,0
2020 10 30 09:24:59,296,222,252,267,209,220,230,240,240,239,240,240,240,38,38,2.1875,71.2096,72,0
2020 10 30 09:25:04,296,222,252,267,209,220,229,240,240,239,240,240,240,38,38,2.2313,71.1739,72,0
2020 10 30 09:25:09,296,222,252,267,209,220,229,240,240,239,240,240,240,39,38,2.1875,71.1977,72,0
2020 10 30 09:25:14,296,222,252,267,209,220,230,240,240,239,240,240,240,38,38,2.1875,71.1977,72,0
2020 10 30 09:25:19,296,222,252,267,209,220,230,240,240,239,240,240,240,38,38,2.1875,71.2215,72,0
2020 10 30 09:25:24,296,222,252,267,210,220,229,240,240,239,240,240,240,38,38,2.1875,71.2096,72,0
2020 10 30 09:25:29,296,222,252,267,209,220,230,240,240,239,240,240,240,38,38,2.1875,71.2215,72,0
2020 10 30 09:25:34,296,222,252,267,210,220,230,240,240,239,240,240,240,38,38,2.1875,71.1977,72,0
2020 10 30 09:25:39,296,222,252,267,210,220,229,240,240,239,240,240,240,38,38,2.1875,71.1977,72,0
2020 10 30 09:25:44,296,222,252,267,209,220,230,240,240,239,240,240,240,39,38,2.1438,71.1858,72,0
2020 10 30 09:25:49,296,222,252,267,210,220,230,240,240,239,240,240,240,38,38,2.1875,71.2096,72,0
2020 10 30 09:25:54,296,222,252,267,209,220,229,240,240,239,240,240,240,38,38,2.1875,71.1858,72,0
2020 10 30 09:25:59,296,222,252,267,209,220,230,240,240,239,240,240,240,38,38,2.1438,71.2096,72,0
2020 10 30 09:26:04,296,222,252,267,210,220,230,240,240,239,240,240,240,38,38,2.1438,71.1977,72,0
2020 10 30 09:26:09,296,222,252,267,209,220,229,240,240,239,240,240,240,38,38,2.1438,71.1739,72,0
2020 10 30 09:26:14,296,222,252,267,209,220,230,240,240,239,240,240,240,38,38,2.1875,71.2096,72,0
2020 10 30 09:26:19,296,222,252,267,209,220,229,240,240,239,240,240,240,38,38,2.1875,71.2096,72,0
2020 10 30 09:26:24,296,221,252,267,209,220,229,240,240,239,240,240,240,38,38,2.1875,71.2215,72,0
2020 10 30 09:26:29,296,221,252,267,210,220,230,240,240,239,240,240,240,38,38,2.1875,71.1739,72,0
2020 10 30 09:26:34,296,221,252,267,210,220,229,240,239,239,240,240,240,38,38,2.1438,71.2096,72,0
2020 10 30 09:26:39,296,221,252,267,210,220,229,240,239,239,240,240,240,38,38,2.1875,71.1977,72,0
2020 10 30 09:26:44,295,221,252,267,210,220,229,240,239,240,240,240,240,38,38,2.1875,71.1977,72,0
2020 10 30 09:26:49,295,221,252,267,210,220,230,240,239,240,240,240,240,38,38,2.1875,71.1858,72,0
2020 10 30 09:26:54,295,221,252,267,210,220,230,240,239,239,240,240,240,38,38,2.1438,71.2096,72,0
2020 10 30 09:26:59,295,221,252,267,209,220,229,240,239,239,240,240,240,39,38,2.1875,71.2215,72,0
2020 10 30 09:27:04,295,221,252,267,210,220,229,240,239,239,240,240,240,38,38,2.1875,71.1977,72,0
2020 10 30 09:27:09,296,221,252,267,209,220,230,240,239,239,240,240,240,38,38,2.1875,71.2096,72,0
2020 10 30 09:27:14,296,221,252,267,209,220,230,240,239,239,240,240,240,38,38,2.1875,71.1977,72,0
2020 10 30 09:27:19,296,221,252,267,209,220,229,239,239,239,239,240,240,38,38,2.1875,71.162,72,0
2020 10 30 09:27:24,296,221,252,267,209,220,229,240,239,239,239,240,240,39,38,2.1875,71.2096,72,0
2020 10 30 09:27:29,296,221,252,267,210,220,230,240,239,239,240,240,240,39,38,2.1875,71.2096,72,0
2020 10 30 09:27:34,295,221,252,267,210,220,230,240,239,239,240,240,240,38,38,2.1875,71.1739,72,0
2020 10 30 09:27:39,296,222,252,267,210,220,229,240,239,239,240,240,240,39,38,2.1875,71.2096,72,0
2020 10 30 09:27:44,296,222,252,267,210,220,230,240,239,239,239,240,240,38,38,2.1875,71.1977,72,0
2020 10 30 09:27:49,296,222,252,267,210,220,230,240,239,239,239,240,240,39,38,2.2313,71.1858,72,0
2020 10 30 09:27:54,296,222,252,267,210,220,230,240,239,239,240,240,240,39,38,2.2313,71.1977,72,0
2020 10 30 09:27:59,296,222,252,267,210,220,229,240,239,239,239,239,240,38,38,2.2313,71.2096,72,0
2020 10 30 09:28:04,296,222,252,267,210,220,230,240,239,239,239,240,240,39,38,2.275,71.2215,72,0
2020 10 30 09:28:09,296,222,252,267,210,220,230,240,239,240,239,240,240,39,38,2.275,71.1739,72,0
2020 10 30 09:28:14,296,222,252,267,210,220,230,240,239,240,239,239,240,39,38,2.275,71.2096,72,0
2020 10 30 09:28:19,296,222,252,267,210,220,230,240,239,240,239,240,240,39,38,2.275,71.1977,72,0
2020 10 30 09:28:24,296,222,252,267,210,220,230,240,239,240,239,240,240,39,38,2.275,71.2096,72,0
2020 10 30 09:28:29,296,222,252,267,210,220,230,240,240,240,239,240,240,39,38,2.275,71.1739,72,0
2020 10 30 09:28:34,296,222,252,267,210,220,230,240,240,240,239,240,240,39,38,2.275,71.1858,72,0
2020 10 30 09:28:39,296,222,251,267,210,220,230,240,240,240,239,239,240,39,38,2.275,71.1858,72,0
2020 10 30 09:28:44,296,222,251,267,210,220,230,240,240,240,239,239,240,39,38,2.3188,71.1739,72,0
2020 10 30 09:28:49,296,222,251,267,210,220,230,240,240,240,239,239,240,39,38,2.3188,71.2215,72,0
2020 10 30 09:28:54,296,222,251,267,210,220,230,240,240,240,239,239,239,39,38,2.3188,71.2096,72,0
2020 10 30 09:28:59,296,222,251,267,210,219,230,240,240,240,239,239,239,39,38,2.3188,71.1977,72,0
2020 10 30 09:29:04,296,222,251,267,210,220,230,240,240,240,239,239,239,39,38,2.3188,71.1977,72,0
2020 10 30 09:29:09,296,222,251,267,210,220,230,240,240,240,239,239,239,39,38,2.3188,71.1858,72,0
2020 10 30 09:29:14,296,222,251,267,210,220,230,240,240,240,239,239,239,39,38,2.3188,71.1858,72,0
2020 10 30 09:29:19,296,222,251,267,210,219,230,240,240,240,239,239,239,39,38,2.3188,71.1977,72,0
2020 10 30 09:29:24,296,222,251,267,210,219,230,240,240,240,239,239,239,39,38,2.3188,71.1977,72,0
2020 10 30 09:29:29,296,222,251,267,210,219,230,240,240,240,239,239,239,39,38,2.3188,71.1858,72,0
2020 10 30 09:29:34,296,222,251,267,210,219,229,240,240,240,239,239,239,39,38,2.3188,71.2096,72,0
2020 10 30 09:29:39,296,222,251,267,210,219,230,240,240,240,239,239,239,39,38,2.275,71.1977,72,0
2020 10 30 09:29:44,296,222,251,267,210,219,230,240,240,240,239,239,239,39,38,2.275,71.2096,72,0
2020 10 30 09:29:49,296,222,251,267,210,219,229,240,240,240,239,239,239,39,38,2.3188,71.1858,72,0
2020 10 30 09:29:54,296,222,251,267,210,219,230,240,239,240,239,239,239,39,38,2.3188,71.1858,72,0
2020 10 30 09:29:59,296,222,251,267,209,219,229,240,239,240,239,239,239,38,38,2.3188,71.1977,72,0
2020 10 30 09:30:04,296,222,252,267,210,219,229,240,239,240,239,239,239,39,38,2.3188,71.1858,72,0
2020 10 30 09:30:09,296,222,252,267,210,219,230,240,239,240,239,239,239,39,38,2.3188,71.1858,72,0
2020 10 30 09:30:14,296,222,252,267,209,219,230,240,239,240,239,239,239,38,38,2.3625,71.2096,72,0
2020 10 30 09:30:19,296,222,252,267,209,219,229,240,239,239,239,239,239,39,38,2.3625,71.2096,72,0
2020 10 30 09:30:24,296,222,252,267,209,219,229,240,240,239,239,239,239,39,38,2.3625,71.162,72,0
2020 10 30 09:30:29,296,222,252,267,209,220,230,240,239,239,239,239,239,39,38,2.4063,71.1977,72,0
2020 10 30 09:30:34,296,222,252,267,209,220,230,240,240,239,239,239,240,39,38,2.45,71.1977,72,0
2020 10 30 09:30:39,296,222,252,267,209,220,230,240,240,239,239,239,239,39,38,2.45,71.2096,72,0
2020 10 30 09:30:44,296,222,252,267,209,220,230,240,240,239,239,239,240,39,38,2.45,71.162,72,0
2020 10 30 09:30:49,296,222,252,267,209,220,230,240,240,239,239,239,240,39,38,2.45,71.2215,72,0
2020 10 30 09:30:54,296,222,252,267,209,220,230,240,240,239,239,239,240,39,38,2.4938,71.1977,72,0
2020 10 30 09:30:59,296,222,252,267,209,220,230,240,240,239,239,239,240,39,38,2.4938,71.1977,72,0
2020 10 30 09:31:04,296,222,252,267,209,220,230,240,240,239,239,239,240,39,38,2.4938,71.1977,72,0
2020 10 30 09:31:09,296,222,252,267,209,220,230,240,240,239,239,239,240,39,38,2.4938,71.2096,72,0
2020 10 30 09:31:14,296,222,252,267,209,220,230,240,240,239,239,239,240,39,38,2.4938,71.2096,72,0
2020 10 30 09:31:19,296,222,252,267,209,220,230,240,240,239,240,239,240,39,38,2.4938,71.1977,72,0
2020 10 30 09:31:24,296,222,252,267,209,220,230,240,240,239,240,240,240,39,38,2.4938,71.1977,72,0
2020 10 30 09:31:29,296,222,252,267,209,220,229,240,240,240,240,239,240,39,38,2.4938,71.2096,72,0
2020 10 30 09:31:34,296,222,252,267,209,220,230,240,240,240,240,239,240,39,38,2.4938,71.1739,72,0
2020 10 30 09:31:39,296,222,252,267,209,220,230,240,240,240,240,240,240,39,38,2.4938,71.1977,72,0
2020 10 30 09:31:44,296,222,252,267,209,220,230,240,240,240,240,240,240,39,38,2.4938,71.2096,72,0
2020 10 30 09:31:49,296,222,251,267,209,220,229,240,240,240,240,239,240,39,38,2.4938,71.2334,72,0
2020 10 30 09:31:54,296,222,251,267,209,220,230,240,240,240,240,240,240,39,38,2.4938,71.1858,72,0
2020 10 30 09:31:59,296,222,251,267,209,220,229,240,240,240,240,239,240,39,38,2.4938,71.1858,72,0
2020 10 30 09:32:04,296,222,251,267,209,220,229,240,240,240,240,240,240,39,38,2.5375,71.2096,72,0
2020 10 30 09:32:09,296,222,251,267,209,220,230,240,240,240,240,240,240,39,38,2.5375,71.2215,72,0
2020 10 30 09:32:14,296,222,251,267,209,220,230,240,240,240,240,239,240,39,38,2.5375,71.1977,72,0
2020 10 30 09:32:19,296,222,251,267,209,220,229,240,240,240,240,240,240,39,38,2.5813,71.2096,72,0
2020 10 30 09:32:24,296,222,251,267,209,220,230,240,240,240,240,240,240,39,38,2.5375,71.2096,72,0
2020 10 30 09:32:29,296,222,251,267,209,220,229,240,240,240,240,240,240,39,38,2.5375,71.1977,72,0
2020 10 30 09:32:34,296,222,251,267,209,220,229,240,240,240,240,240,240,39,38,2.5375,71.2096,72,0
2020 10 30 09:32:39,296,222,251,267,209,220,229,240,240,239,240,240,240,39,38,2.5375,71.2215,72,0
2020 10 30 09:32:44,296,222,251,267,209,220,230,240,240,239,240,240,240,39,38,2.5813,71.1977,72,0
2020 10 30 09:32:49,296,222,251,267,209,220,230,240,240,239,240,240,240,39,38,2.5813,71.1977,72,0
2020 10 30 09:32:54,296,222,251,267,209,220,229,240,240,239,240,240,240,39,38,2.5813,71.1739,72,0
2020 10 30 09:32:59,296,222,251,267,209,220,230,240,240,239,240,240,240,39,38,2.5813,71.2096,72,0
2020 10 30 09:33:04,296,222,251,267,209,220,230,239,240,239,240,240,240,39,38,2.5375,71.1977,72,0
2020 10 30 09:33:09,296,222,251,267,209,220,229,239,240,239,240,240,240,39,38,2.5375,71.1739,72,0
2020 10 30 09:33:14,296,222,251,267,209,220,229,239,240,239,240,240,240,39,38,2.4938,71.2215,72,0
2020 10 30 09:33:19,296,222,251,267,209,220,230,239,240,239,240,240,240,39,38,2.4938,71.2215,72,0
2020 10 30 09:33:24,296,222,251,267,209,220,229,239,240,239,240,240,240,39,38,2.4938,71.1739,72,0
2020 10 30 09:33:29,296,222,251,267,209,220,229,239,240,239,240,240,240,39,38,2.45,71.1739,72,0
2020 10 30 09:33:34,296,222,251,267,209,220,230,239,240,239,240,240,240,39,38,2.45,71.1977,72,0
2020 10 30 09:33:39,296,222,251,267,209,220,230,239,240,239,240,240,240,39,38,2.4063,71.2096,72,0
2020 10 30 09:33:44,296,222,251,267,209,220,230,239,240,239,240,240,240,39,38,2.4063,71.2215,72,0
2020 10 30 09:33:49,296,222,251,267,209,220,230,239,240,239,240,240,240,39,38,2.3625,71.2096,72,0
2020 10 30 09:33:54,296,222,252,267,209,220,230,239,240,239,240,240,240,39,38,2.3625,71.2215,72,0
2020 10 30 09:33:59,296,222,252,267,209,220,230,239,240,239,240,240,240,39,38,2.3625,71.1977,72,0
2020 10 30 09:34:04,296,222,252,267,209,220,230,239,240,239,240,240,240,39,38,2.3625,71.1977,72,0
2020 10 30 09:34:09,296,222,252,267,209,220,230,239,240,239,240,240,240,39,38,2.4063,71.162,72,0
2020 10 30 09:34:14,296,222,252,267,209,220,230,239,240,239,240,240,240,39,38,2.4063,71.1739,72,0
2020 10 30 09:34:19,296,222,252,266,209,220,230,239,240,239,240,240,240,39,38,2.4063,71.1739,72,0
2020 10 30 09:34:24,296,222,252,267,209,220,230,239,240,239,240,240,240,39,38,2.3625,71.1977,72,0
2020 10 30 09:34:29,296,222,252,266,209,219,230,239,240,239,240,240,240,39,38,2.3625,71.1739,72,0
2020 10 30 09:34:34,296,222,251,266,209,219,230,239,240,239,240,240,240,39,38,2.3188,71.2096,72,0
2020 10 30 09:34:39,296,222,252,266,210,219,230,239,240,239,240,239,240,39,38,2.275,71.2215,72,0
2020 10 30 09:34:44,296,222,251,266,210,219,230,239,240,239,240,239,240,39,38,2.275,71.1977,72,0
2020 10 30 09:34:49,296,222,251,266,210,219,230,239,240,239,240,239,240,39,38,2.2313,71.2096,72,0
2020 10 30 09:34:54,296,222,251,266,210,219,230,239,240,239,240,239,240,39,38,2.1875,71.2096,72,0
2020 10 30 09:34:59,296,222,251,266,210,219,230,239,240,239,240,239,240,39,38,2.1875,71.1977,72,0
2020 10 30 09:35:04,296,222,251,266,210,219,230,239,239,239,240,239,240,39,38,2.1875,71.2096,72,0
2020 10 30 09:35:09,296,222,251,266,210,219,230,239,239,239,240,239,240,39,38,2.1875,71.1977,72,0
2020 10 30 09:35:14,296,222,251,266,210,219,230,239,239,239,240,240,240,39,38,2.1875,71.1858,72,0
2020 10 30 09:35:19,296,222,251,266,210,219,230,239,239,239,240,239,240,39,38,2.2313,71.2096,72,0
2020 10 30 09:35:24,296,222,251,266,210,219,230,239,239,239,240,239,240,39,38,2.2313,71.2215,72,0
2020 10 30 09:35:29,296,222,251,266,210,219,230,239,239,239,240,239,240,39,38,2.275,71.2096,72,0
2020 10 30 09:35:34,296,222,251,266,210,219,229,239,239,239,240,239,240,38,38,2.275,71.1977,72,0
2020 10 30 09:35:39,296,222,251,266,210,219,230,239,239,240,239,239,240,39,38,2.3188,71.1858,72,0
2020 10 30 09:35:44,296,222,251,266,209,219,230,239,239,240,239,239,240,39,38,2.3188,71.1977,72,0
2020 10 30 09:35:49,296,222,251,266,209,219,230,239,239,240,239,240,240,39,38,2.3625,71.2096,72,0
2020 10 30 09:35:54,296,222,251,266,209,219,229,240,239,240,240,239,240,39,38,2.4063,71.2096,72,0
2020 10 30 09:35:59,296,222,251,266,209,219,229,240,239,240,240,239,240,39,38,2.3625,71.2096,72,0
2020 10 30 09:36:04,296,222,251,266,209,219,230,240,239,240,240,240,240,39,38,2.4063,71.1977,72,0
2020 10 30 09:36:09,296,222,251,266,209,219,230,240,239,240,239,240,240,39,38,2.4063,71.1858,72,0
2020 10 30 09:36:14,296,222,251,266,209,219,229,240,239,240,239,239,240,39,38,2.4063,71.1858,72,0
2020 10 30 09:36:19,296,222,251,266,209,219,230,240,239,240,239,240,240,39,38,2.45,71.1977,72,0
2020 10 30 09:36:24,296,222,251,266,209,219,230,240,239,240,239,239,240,39,38,8.9688,71.1977,72,0
2020 10 30 09:36:29,296,222,251,266,209,219,229,240,239,240,239,239,240,39,38,9.0125,71.2215,72,0
2020 10 30 09:36:34,296,222,251,266,209,219,230,240,239,240,239,240,240,39,38,9.0563,71.2096,72,0
2020 10 30 09:36:39,296,222,251,266,209,219,230,240,239,240,240,239,240,39,38,9.0563,71.1977,72,0
2020 10 30 09:36:44,296,222,251,266,209,219,230,240,239,241,240,239,240,39,38,9.1,71.1977,72,0
2020 10 30 09:36:49,296,222,251,266,209,220,230,240,239,241,239,240,240,39,38,9.1,71.2096,72,0
2020 10 30 09:36:54,296,222,251,266,209,220,230,240,239,241,239,239,240,39,38,9.1,71.1977,72,0
2020 10 30 09:36:59,296,222,251,266,209,220,230,240,239,241,239,239,240,39,38,9.1438,71.1858,72,0
2020 10 30 09:37:04,296,222,251,266,209,220,230,240,239,241,239,239,240,39,38,9.1438,71.2215,72,0
2020 10 30 09:37:09,295,222,251,266,209,220,230,240,239,241,239,240,240,39,38,9.1438,71.1858,72,0
2020 10 30 09:37:14,295,222,251,266,209,220,230,240,239,241,240,239,240,39,38,9.1438,71.1739,72,0
2020 10 30 09:37:19,295,222,251,266,209,220,230,240,239,241,240,239,240,39,38,9.1438,71.1858,72,0
2020 10 30 09:37:24,296,222,251,266,209,220,230,240,239,241,240,239,240,39,38,9.1438,71.1977,72,0
2020 10 30 09:37:29,296,222,251,266,209,220,230,240,239,241,240,239,240,39,38,9.1875,71.1977,72,0
2020 10 30 09:37:34,296,222,251,266,209,220,230,240,239,241,239,239,240,39,38,9.1875,71.2096,72,0
